Date,Time,Open,High,Low,Close,Volume,NumberOfTrades,BidVolume,AskVolume
2019/03/01,0:00:00,114 16.75/32,114 17/32,114 16.75/32,114 16.75/32,653,107,524,129
2019/03/01,0:05:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,4,2,4,0
2019/03/01,0:10:00,114 16.75/32,114 17/32,114 16.75/32,114 16.75/32,404,85,306,98
2019/03/01,0:15:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,1021,106,314,707
2019/03/01,0:20:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,521,49,296,225
2019/03/01,0:25:00,114 17/32,114 17/32,114 17/32,114 17/32,256,39,50,206
2019/03/01,0:30:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,226,60,175,51
2019/03/01,0:35:00,114 16.75/32,114 16.75/32,114 16.5/32,114 16.75/32,938,164,338,600
2019/03/01,0:40:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,262,37,3,259
2019/03/01,0:45:00,114 16.5/32,114 16.75/32,114 16.5/32,114 16.75/32,54,11,51,3
2019/03/01,0:50:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,219,27,0,219
2019/03/01,0:55:00,114 16.75/32,114 16.75/32,114 16.75/32,114 16.75/32,29,7,0,29
2019/03/01,1:00:00,114 16.5/32,114 16.75/32,114 16.25/32,114 16.25/32,1155,179,878,277
2019/03/01,1:05:00,114 16.25/32,114 16.5/32,114 16.25/32,114 16.5/32,1122,223,434,688
2019/03/01,1:10:00,114 16.5/32,114 16.5/32,114 16.5/32,114 16.5/32,531,152,242,289
2019/03/01,1:15:00,114 16.5/32,114 16.5/32,114 15.75/32,114 16.25/32,1099,167,805,294
2019/03/01,1:20:00,114 16.25/32,114 16.25/32,114 16/32,114 16/32,1759,259,824,935
2019/03/01,1:25:00,114 16.25/32,114 16.25/32,114 16/32,114 16/32,1056,136,814,242
2019/03/01,1:30:00,114 16/32,114 16/32,114 15.5/32,114 16/32,923,144,591,332
2019/03/01,1:35:00,114 16/32,114 16/32,114 15.75/32,114 16/32,1898,268,1097,801
2019/03/01,1:40:00,114 16/32,114 16.25/32,114 16/32,114 16/32,1406,194,314,1092
2019/03/01,1:45:00,114 16/32,114 16/32,114 15.75/32,114 15.75/32,346,56,218,128
2019/03/01,1:50:00,114 15.75/32,114 16/32,114 15.75/32,114 15.75/32,631,114,385,246
2019/03/01,1:55:00,114 15.75/32,114 16/32,114 15.75/32,114 15.75/32,565,62,147,418
2019/03/01,2:00:00,114 16/32,114 16.25/32,114 16/32,114 16.25/32,3276,325,1174,2102
2019/03/01,2:05:00,114 16.25/32,114 16.25/32,114 16/32,114 16/32,686,187,465,221
2019/03/01,2:10:00,114 16/32,114 16/32,114 15.5/32,114 15.75/32,2629,377,1651,978
2019/03/01,2:15:00,114 15.75/32,114 16.25/32,114 15.75/32,114 16/32,1408,268,666,742
2019/03/01,2:20:00,114 16/32,114 16.25/32,114 15.75/32,114 16/32,744,155,115,629
2019/03/01,2:25:00,114 16.25/32,114 16.25/32,114 16/32,114 16.25/32,649,160,307,342
2019/03/01,2:30:00,114 16.25/32,114 16.25/32,114 16/32,114 16.25/32,1446,289,854,592
2019/03/01,2:35:00,114 16.25/32,114 16.5/32,114 16.25/32,114 16.25/32,3089,339,1680,1409
2019/03/01,2:40:00,114 16.25/32,114 16.25/32,114 16/32,114 16.25/32,700,158,348,352
2019/03/01,2:45:00,114 16/32,114 16/32,114 15.5/32,114 15.5/32,948,152,727,221
2019/03/01,2:50:00,114 15.75/32,114 15.75/32,114 15.5/32,114 15.75/32,1116,194,414,702
2019/03/01,2:55:00,114 15.5/32,114 16/32,114 15.5/32,114 16/32,1216,294,334,882
2019/03/01,3:00:00,114 15.75/32,114 15.75/32,114 15.75/32,114 15.75/32,1123,226,667,456
2019/03/01,3:05:00,114 16/32,114 16/32,114 15.25/32,114 15.25/32,1272,234,715,557
2019/03/01,3:10:00,114 15.25/32,114 15.5/32,114 15/32,114 15/32,3346,487,1435,1911
2019/03/01,3:15:00,114 15/32,114 15/32,114 14.5/32,114 14.5/32,4518,465,3206,1312
2019/03/01,3:20:00,114 14.75/32,114 14.75/32,114 14.25/32,114 14.5/32,4760,482,2824,1936
2019/03/01,3:25:00,114 14.5/32,114 14.5/32,114 14.25/32,114 14.25/32,3349,493,1845,1504
2019/03/01,3:30:00,114 14.25/32,114 14.5/32,114 14.25/32,114 14.5/32,440,77,360,80
2019/03/01,3:35:00,114 14.5/32,114 14.75/32,114 14.5/32,114 14.5/32,2105,449,829,1276
2019/03/01,3:40:00,114 14.5/32,114 14.75/32,114 14.5/32,114 14.5/32,1144,192,784,360
2019/03/01,3:45:00,114 14.25/32,114 14.25/32,114 13.5/32,114 13.5/32,7864,1003,6198,1666
2019/03/01,3:50:00,114 13.5/32,114 14.25/32,114 13.5/32,114 14.25/32,2925,501,940,1985
2019/03/01,3:55:00,114 14/32,114 14.5/32,114 14/32,114 14.25/32,1553,269,530,1023
2019/03/01,4:00:00,114 14.25/32,114 14.25/32,114 13.75/32,114 13.75/32,1365,224,887,478
2019/03/01,4:05:00,114 14/32,114 14.25/32,114 13.75/32,114 14.25/32,2190,335,607,1583
2019/03/01,4:10:00,114 14.25/32,114 14.5/32,114 14/32,114 14.25/32,1157,224,483,674
2019/03/01,4:15:00,114 14.25/32,114 14.5/32,114 14/32,114 14.5/32,481,119,179,302
2019/03/01,4:20:00,114 14.5/32,114 15.25/32,114 14.25/32,114 15.25/32,4214,529,652,3562
2019/03/01,4:25:00,114 15/32,114 15.25/32,114 14.75/32,114 14.75/32,7943,722,3092,4851
2019/03/01,4:30:00,114 14.75/32,114 15.25/32,114 14.75/32,114 15.25/32,923,191,396,527
2019/03/01,4:35:00,114 15.25/32,114 15.25/32,114 15/32,114 15/32,1022,120,885,137
2019/03/01,4:40:00,114 15/32,114 15.25/32,114 14.75/32,114 15.25/32,2721,230,695,2026
2019/03/01,4:45:00,114 15.25/32,114 15.25/32,114 15/32,114 15.25/32,2577,285,1220,1357
2019/03/01,4:50:00,114 15.25/32,114 15.25/32,114 15/32,114 15.25/32,2358,328,1159,1199
2019/03/01,4:55:00,114 15.25/32,114 15.5/32,114 15.25/32,114 15.25/32,866,106,590,276
2019/03/01,5:00:00,114 15.25/32,114 15.5/32,114 15/32,114 15.5/32,3170,285,1150,2020
2019/03/01,5:05:00,114 15.5/32,114 15.75/32,114 15.5/32,114 15.5/32,599,178,389,210
2019/03/01,5:10:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.5/32,832,114,317,515
2019/03/01,5:15:00,114 15.25/32,114 15.5/32,114 15.25/32,114 15.5/32,141,56,58,83
2019/03/01,5:20:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.5/32,768,148,218,550
2019/03/01,5:25:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.5/32,167,97,16,151
2019/03/01,5:30:00,114 15.5/32,114 15.5/32,114 15.5/32,114 15.5/32,1108,109,20,1088
2019/03/01,5:35:00,114 15.75/32,114 15.75/32,114 15.25/32,114 15.25/32,1072,126,830,242
2019/03/01,5:40:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.25/32,1141,253,824,317
2019/03/01,5:45:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.25/32,311,101,204,107
2019/03/01,5:50:00,114 15.5/32,114 15.5/32,114 15.25/32,114 15.5/32,242,62,163,79
2019/03/01,5:55:00,114 15.5/32,114 15.75/32,114 15/32,114 15.5/32,4039,746,2048,1991
2019/03/01,6:00:00,114 15.5/32,114 15.5/32,114 15.5/32,114 15.5/32,708,153,412,296
2019/03/01,6:05:00,114 15.5/32,114 15.5/32,114 15/32,114 15.25/32,3442,518,2707,735
2019/03/01,6:10:00,114 15.25/32,114 15.25/32,114 15/32,114 15.25/32,887,202,449,438
2019/03/01,6:15:00,114 15.25/32,114 15.5/32,114 15.25/32,114 15.25/32,1720,410,1142,578
2019/03/01,6:20:00,114 15.25/32,114 15.25/32,114 14.75/32,114 15/32,2756,468,1624,1132
2019/03/01,6:25:00,114 15/32,114 15.25/32,114 15/32,114 15/32,748,141,256,492
2019/03/01,6:30:00,114 15/32,114 15.5/32,114 15/32,114 15.25/32,1759,255,955,804
2019/03/01,6:35:00,114 15/32,114 15.25/32,114 14.75/32,114 14.75/32,2752,359,2439,313
2019/03/01,6:40:00,114 14.75/32,114 14.75/32,114 14.25/32,114 14.5/32,3146,445,1357,1789
2019/03/01,6:45:00,114 14.5/32,114 14.5/32,114 14.25/32,114 14.25/32,3887,461,1653,2234
2019/03/01,6:50:00,114 14.25/32,114 14.25/32,114 13.75/32,114 14/32,8055,828,6243,1812
2019/03/01,6:55:00,114 14/32,114 14/32,114 13.75/32,114 14/32,3072,309,2428,644
2019/03/01,7:00:00,114 14/32,114 14/32,114 13.5/32,114 13.75/32,6424,678,3495,2929
2019/03/01,7:05:00,114 13.75/32,114 14/32,114 13.5/32,114 14/32,3839,452,1969,1870
2019/03/01,7:10:00,114 14/32,114 14/32,114 13.25/32,114 13.5/32,3645,534,2689,956
2019/03/01,7:15:00,114 13.5/32,114 14/32,114 13.5/32,114 14/32,10068,934,5456,4612
2019/03/01,7:20:00,114 13.75/32,114 14/32,114 13.5/32,114 13.75/32,11303,864,5021,6282
2019/03/01,7:25:00,114 13.75/32,114 13.75/32,114 13/32,114 13.25/32,10033,1020,4483,5550
2019/03/01,7:30:00,114 13.25/32,114 14.25/32,114 13/32,114 14/32,13686,1774,6929,6757
2019/03/01,7:35:00,114 14/32,114 14.5/32,114 13/32,114 13.5/32,9728,1369,5874,3854
2019/03/01,7:40:00,114 13.25/32,114 13.5/32,114 13/32,114 13.25/32,5124,613,2452,2672
2019/03/01,7:45:00,114 13.25/32,114 13.75/32,114 13/32,114 13.5/32,5184,593,1821,3363
2019/03/01,7:50:00,114 13.5/32,114 14/32,114 13.5/32,114 13.75/32,5181,701,2674,2507
2019/03/01,7:55:00,114 13.75/32,114 13.75/32,114 13.5/32,114 13.5/32,4594,637,3257,1337
2019/03/01,8:00:00,114 13.5/32,114 13.5/32,114 13/32,114 13/32,8136,868,4926,3210
2019/03/01,8:05:00,114 13.25/32,114 13.25/32,114 12.5/32,114 12.5/32,11102,689,8803,2299
2019/03/01,8:10:00,114 12.5/32,114 12.75/32,114 12.25/32,114 12.5/32,12316,1128,6672,5644
2019/03/01,8:15:00,114 12.5/32,114 12.5/32,114 12/32,114 12.25/32,3297,361,1830,1467
2019/03/01,8:20:00,114 12.25/32,114 12.25/32,114 11.75/32,114 12/32,6830,703,4417,2413
2019/03/01,8:25:00,114 12/32,114 12.75/32,114 11.75/32,114 12.5/32,15750,1940,7337,8413
2019/03/01,8:30:00,114 12.75/32,114 12.75/32,114 12.25/32,114 12.25/32,12427,1202,7744,4683
2019/03/01,8:35:00,114 12.25/32,114 12.5/32,114 11.75/32,114 12.25/32,5666,814,2709,2957
2019/03/01,8:40:00,114 12.25/32,114 12.25/32,114 11.75/32,114 11.75/32,5526,827,2810,2716
2019/03/01,8:45:00,114 12/32,114 12.25/32,114 11.75/32,114 11.75/32,6195,576,3560,2635
2019/03/01,8:50:00,114 11.75/32,114 12/32,114 11.25/32,114 11.25/32,8512,990,4516,3996
2019/03/01,8:55:00,114 11.25/32,114 11.5/32,114 11.25/32,114 11.25/32,5665,656,2619,3046
2019/03/01,9:00:00,114 11.5/32,114 14.75/32,114 11.5/32,114 12.75/32,32378,3323,17371,15007
2019/03/01,9:05:00,114 12.5/32,114 13.25/32,114 12.5/32,114 13/32,12887,1628,7059,5828
2019/03/01,9:10:00,114 12.75/32,114 14/32,114 12.5/32,114 13.5/32,7322,817,3013,4309
2019/03/01,9:15:00,114 13.75/32,114 14.25/32,114 13.5/32,114 13.75/32,12710,1218,6189,6521
2019/03/01,9:20:00,114 13.75/32,114 14.25/32,114 13.75/32,114 14.25/32,5674,761,1651,4023
2019/03/01,9:25:00,114 14.25/32,114 14.5/32,114 14/32,114 14/32,6083,672,4237,1846
2019/03/01,9:30:00,114 14.25/32,114 14.5/32,114 13.75/32,114 13.75/32,25774,1955,14131,11643
2019/03/01,9:35:00,114 13.75/32,114 14.5/32,114 13.75/32,114 14.5/32,4506,588,1120,3386
2019/03/01,9:40:00,114 14.5/32,114 14.5/32,114 13/32,114 13/32,14162,1678,8884,5278
2019/03/01,9:45:00,114 13/32,114 13.25/32,114 12.5/32,114 13.25/32,7757,789,2512,5245
2019/03/01,9:50:00,114 13.25/32,114 13.25/32,114 13/32,114 13/32,4021,540,2134,1887
2019/03/01,9:55:00,114 13/32,114 13.25/32,114 13/32,114 13.25/32,3350,443,2079,1271
2019/03/01,10:00:00,114 13/32,114 13.25/32,114 12.5/32,114 12.5/32,8762,1148,5197,3565
2019/03/01,10:05:00,114 12.75/32,114 13/32,114 12/32,114 12.25/32,6609,890,4228,2381
2019/03/01,10:10:00,114 12.25/32,114 13/32,114 12.25/32,114 12.5/32,6030,738,3502,2528
2019/03/01,10:15:00,114 12.5/32,114 13/32,114 12/32,114 12.25/32,7439,893,4111,3328
2019/03/01,10:20:00,114 12.25/32,114 12.5/32,114 12/32,114 12/32,5974,757,2990,2984
2019/03/01,10:25:00,114 12/32,114 12.25/32,114 12/32,114 12.25/32,2203,311,992,1211
2019/03/01,10:30:00,114 12.25/32,114 12.75/32,114 12/32,114 12.75/32,10355,1265,5693,4662
2019/03/01,10:35:00,114 12.75/32,114 13/32,114 12.25/32,114 12.25/32,5458,725,3612,1846
2019/03/01,10:40:00,114 12.25/32,114 12.5/32,114 11.75/32,114 12.25/32,13345,1230,8781,4564
2019/03/01,10:45:00,114 12.25/32,114 12.5/32,114 11.75/32,114 12.5/32,6138,756,1849,4289
2019/03/01,10:50:00,114 12.5/32,114 13.25/32,114 12.25/32,114 12.75/32,6232,901,1800,4432
2019/03/01,10:55:00,114 13/32,114 13/32,114 12.75/32,114 13/32,2473,251,208,2265
2019/03/01,11:00:00,114 12.75/32,114 13/32,114 12.25/32,114 12.75/32,6498,828,3053,3445
2019/03/01,11:05:00,114 12.75/32,114 12.75/32,114 12.25/32,114 12.25/32,2741,363,2185,556
2019/03/01,11:10:00,114 12.25/32,114 12.75/32,114 12/32,114 12.25/32,4572,605,1986,2586
2019/03/01,11:15:00,114 12.25/32,114 12.75/32,114 12.25/32,114 12.25/32,5356,874,3061,2295
2019/03/01,11:20:00,114 12.25/32,114 12.5/32,114 12/32,114 12.5/32,2897,500,1291,1606
2019/03/01,11:25:00,114 12.25/32,114 12.5/32,114 12.25/32,114 12.5/32,2032,324,1324,708
2019/03/01,11:30:00,114 12.25/32,114 12.5/32,114 12/32,114 12.25/32,3218,408,1293,1925
2019/03/01,11:35:00,114 12.25/32,114 12.5/32,114 12/32,114 12.5/32,5722,812,2584,3138
2019/03/01,11:40:00,114 12.5/32,114 12.5/32,114 12.25/32,114 12.5/32,3001,288,1932,1069
2019/03/01,11:45:00,114 12.5/32,114 12.75/32,114 12.25/32,114 12.75/32,3408,429,1089,2319
2019/03/01,11:50:00,114 12.75/32,114 12.75/32,114 12/32,114 12/32,2357,406,1787,570
2019/03/01,11:55:00,114 12.25/32,114 12.25/32,114 12/32,114 12/32,4243,627,2018,2225
2019/03/01,12:00:00,114 11.75/32,114 12/32,114 11.25/32,114 11.5/32,8589,892,5648,2941
2019/03/01,12:05:00,114 11.5/32,114 11.75/32,114 11.25/32,114 11.5/32,4673,543,2667,2006
2019/03/01,12:10:00,114 11.75/32,114 11.75/32,114 11.25/32,114 11.5/32,2662,393,1227,1435
2019/03/01,12:15:00,114 11.75/32,114 12/32,114 11.5/32,114 11.5/32,2505,350,1430,1075
2019/03/01,12:20:00,114 11.5/32,114 12/32,114 11.5/32,114 11.75/32,1548,262,854,694
2019/03/01,12:25:00,114 11.75/32,114 11.75/32,114 11.5/32,114 11.5/32,2742,465,1550,1192
2019/03/01,12:30:00,114 11.5/32,114 12/32,114 11.5/32,114 11.5/32,4378,525,1901,2477
2019/03/01,12:35:00,114 11.75/32,114 11.75/32,114 11.25/32,114 11.5/32,1479,249,1187,292
2019/03/01,12:40:00,114 11.5/32,114 11.5/32,114 11/32,114 11.25/32,4248,630,1568,2680
2019/03/01,12:45:00,114 11.25/32,114 11.5/32,114 11/32,114 11.5/32,2560,418,837,1723
2019/03/01,12:50:00,114 11.5/32,114 12/32,114 11.25/32,114 11.75/32,5952,743,2523,3429
2019/03/01,12:55:00,114 11.75/32,114 11.75/32,114 11.5/32,114 11.5/32,3865,384,2430,1435
2019/03/01,13:00:00,114 11.5/32,114 11.5/32,114 11/32,114 11.5/32,3217,286,1509,1708
2019/03/01,13:05:00,114 11.25/32,114 11.5/32,114 11/32,114 11/32,1366,106,1163,203
2019/03/01,13:10:00,114 11/32,114 11.25/32,114 10.5/32,114 10.5/32,2720,316,1579,1141
2019/03/01,13:15:00,114 10.75/32,114 10.75/32,114 9.75/32,114 9.75/32,24262,2203,16694,7568
2019/03/01,13:20:00,114 10/32,114 10/32,114 9.5/32,114 9.75/32,7088,916,4238,2850
2019/03/01,13:25:00,114 9.75/32,114 10.25/32,114 9.75/32,114 10.25/32,5684,653,693,4991
2019/03/01,13:30:00,114 10/32,114 10.25/32,114 9.75/32,114 10/32,5677,620,3159,2518
2019/03/01,13:35:00,114 10/32,114 10.25/32,114 10/32,114 10/32,3648,392,1890,1758
2019/03/01,13:40:00,114 10/32,114 10.25/32,114 10/32,114 10.25/32,2977,337,1570,1407
2019/03/01,13:45:00,114 10.5/32,114 10.5/32,114 10/32,114 10.25/32,2853,349,1920,933
2019/03/01,13:50:00,114 10.25/32,114 10.5/32,114 10/32,114 10.25/32,2578,255,1681,897
2019/03/01,13:55:00,114 10.25/32,114 10.5/32,114 10/32,114 10.25/32,19588,1611,7257,12331
2019/03/01,14:00:00,114 10.25/32,114 10.25/32,114 9.75/32,114 10/32,13656,850,7538,6118
2019/03/01,14:05:00,114 10/32,114 10/32,114 9.75/32,114 9.75/32,403,52,120,283
2019/03/01,14:10:00,114 9.75/32,114 10/32,114 9.5/32,114 9.5/32,4622,570,1893,2729
2019/03/01,14:15:00,114 9.5/32,114 9.75/32,114 9.25/32,114 9.5/32,2684,252,1479,1205
2019/03/01,14:20:00,114 9.75/32,114 9.75/32,114 9.5/32,114 9.5/32,5049,550,2610,2439
2019/03/01,14:25:00,114 9.25/32,114 9.75/32,114 9.25/32,114 9.5/32,7146,483,4308,2838
2019/03/01,14:30:00,114 9.5/32,114 9.75/32,114 9.25/32,114 9.75/32,2344,259,834,1510
2019/03/01,14:35:00,114 9.75/32,114 9.75/32,114 9.25/32,114 9.5/32,2832,313,1988,844
2019/03/01,14:40:00,114 9.25/32,114 9.5/32,114 8.75/32,114 9/32,7738,708,4564,3174
2019/03/01,14:45:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,6639,502,2336,4303
2019/03/01,14:50:00,114 9/32,114 9.25/32,114 9/32,114 9.25/32,5290,602,2670,2620
2019/03/01,14:55:00,114 9/32,114 9.25/32,114 8.75/32,114 8.75/32,2187,390,873,1314
2019/03/01,15:00:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,1633,256,521,1112
2019/03/01,15:05:00,114 9/32,114 9.25/32,114 8.75/32,114 8.75/32,1661,114,1576,85
2019/03/01,15:10:00,114 8.75/32,114 9/32,114 8.75/32,114 8.75/32,3045,296,2198,847
2019/03/01,15:15:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,2929,340,644,2285
2019/03/01,15:20:00,114 9/32,114 9.25/32,114 9/32,114 9.25/32,635,59,17,618
2019/03/01,15:25:00,114 9/32,114 9.25/32,114 9/32,114 9/32,714,77,571,143
2019/03/01,15:30:00,114 9/32,114 9.25/32,114 9/32,114 9.25/32,3770,359,31,3739
2019/03/01,15:35:00,114 9.25/32,114 9.5/32,114 9.25/32,114 9.5/32,3304,283,1099,2205
2019/03/01,15:40:00,114 9.5/32,114 9.75/32,114 9.25/32,114 9.5/32,2403,282,591,1812
2019/03/01,15:45:00,114 9.5/32,114 9.75/32,114 9.5/32,114 9.75/32,882,104,400,482
2019/03/01,15:50:00,114 9.75/32,114 10/32,114 9.5/32,114 9.5/32,503,106,445,58
2019/03/01,15:55:00,114 9.5/32,114 10/32,114 9.5/32,114 9.75/32,1494,147,185,1309
2019/03/03,17:00:00,114 9.25/32,114 9.5/32,114 7.5/32,114 7.5/32,5859,546,4879,980
2019/03/03,17:05:00,114 7.5/32,114 7.75/32,114 7.25/32,114 7.5/32,2260,128,1402,858
2019/03/03,17:10:00,114 7.5/32,114 7.5/32,114 7.5/32,114 7.5/32,1303,93,32,1271
2019/03/03,17:15:00,114 7.5/32,114 7.75/32,114 7.5/32,114 7.75/32,313,42,77,236
2019/03/03,17:20:00,114 7.75/32,114 7.75/32,114 7.75/32,114 7.75/32,197,48,116,81
2019/03/03,17:25:00,114 7.5/32,114 8/32,114 7.5/32,114 8/32,455,59,280,175
2019/03/03,17:30:00,114 7.75/32,114 8/32,114 7.5/32,114 8/32,227,30,170,57
2019/03/03,17:35:00,114 8/32,114 8/32,114 7.75/32,114 8/32,122,57,57,65
2019/03/03,17:40:00,114 8/32,114 8/32,114 7.5/32,114 7.75/32,1291,104,441,850
2019/03/03,17:45:00,114 7.75/32,114 8/32,114 7.5/32,114 8/32,471,105,216,255
2019/03/03,17:50:00,114 8/32,114 8.25/32,114 8/32,114 8/32,451,70,245,206
2019/03/03,17:55:00,114 8.25/32,114 8.5/32,114 8/32,114 8.25/32,1084,134,303,781
2019/03/03,18:00:00,114 8.25/32,114 8.5/32,114 8.25/32,114 8.25/32,158,25,20,138
2019/03/03,18:05:00,114 8.25/32,114 8.5/32,114 8.25/32,114 8.5/32,373,107,264,109
2019/03/03,18:10:00,114 8.5/32,114 8.5/32,114 8.5/32,114 8.5/32,13,1,0,13
2019/03/03,18:15:00,114 8.25/32,114 8.5/32,114 8.25/32,114 8.5/32,875,190,529,346
2019/03/03,18:20:00,114 8.25/32,114 8.5/32,114 8.25/32,114 8.5/32,97,27,78,19
2019/03/03,18:25:00,114 8.5/32,114 8.5/32,114 8.25/32,114 8.25/32,192,64,180,12
2019/03/03,18:30:00,114 8.25/32,114 8.75/32,114 8.25/32,114 8.75/32,598,110,163,435
2019/03/03,18:35:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.75/32,416,86,142,274
2019/03/03,18:40:00,114 9/32,114 9/32,114 8.75/32,114 9/32,351,65,104,247
2019/03/03,18:45:00,114 9/32,114 9.25/32,114 9/32,114 9.25/32,665,141,299,366
2019/03/03,18:50:00,114 9.25/32,114 9.25/32,114 9/32,114 9.25/32,415,84,157,258
2019/03/03,18:55:00,114 9.25/32,114 9.5/32,114 9/32,114 9/32,459,109,298,161
2019/03/03,19:00:00,114 9/32,114 9/32,114 8.75/32,114 9/32,905,161,426,479
2019/03/03,19:05:00,114 9/32,114 9.25/32,114 9/32,114 9/32,55,29,41,14
2019/03/03,19:10:00,114 9/32,114 9/32,114 9/32,114 9/32,17,10,17,0
2019/03/03,19:15:00,114 9.25/32,114 9.75/32,114 9.25/32,114 9.5/32,683,161,242,441
2019/03/03,19:20:00,114 9.5/32,114 9.5/32,114 9.5/32,114 9.5/32,51,21,51,0
2019/03/03,19:25:00,114 9.5/32,114 9.5/32,114 9.25/32,114 9.25/32,641,171,525,116
2019/03/03,19:30:00,114 9.25/32,114 9.25/32,114 9/32,114 9/32,397,108,262,135
2019/03/03,19:35:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,19,9,19,0
2019/03/03,19:40:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,13,12,13,0
2019/03/03,19:45:00,114 8.75/32,114 9/32,114 8.75/32,114 8.75/32,1205,90,544,661
2019/03/03,19:50:00,114 9/32,114 9/32,114 9/32,114 9/32,411,50,107,304
2019/03/03,19:55:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,23,7,4,19
2019/03/03,20:00:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,1,1,1,0
2019/03/03,20:05:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,5,4,5,0
2019/03/03,20:10:00,114 9/32,114 9/32,114 9/32,114 9/32,257,51,72,185
2019/03/03,20:15:00,114 9/32,114 9/32,114 8.75/32,114 8.75/32,3,3,2,1
2019/03/03,20:20:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,1,1,1,0
2019/03/03,20:25:00,114 9/32,114 9/32,114 8.75/32,114 8.75/32,97,18,2,95
2019/03/03,20:30:00,114 9/32,114 9/32,114 8.75/32,114 9/32,168,38,1,167
2019/03/03,20:35:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,15,6,15,0
2019/03/03,20:40:00,114 9/32,114 9/32,114 8.75/32,114 9/32,250,25,244,6
2019/03/03,20:45:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,807,180,270,537
2019/03/03,20:50:00,114 9/32,114 9/32,114 8.75/32,114 8.75/32,79,11,73,6
2019/03/03,20:55:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,434,75,414,20
2019/03/03,21:00:00,114 8.75/32,114 8.75/32,114 8.75/32,114 8.75/32,242,24,0,242
2019/03/03,21:05:00,114 8.5/32,114 8.5/32,114 8.25/32,114 8.25/32,527,82,441,86
2019/03/03,21:10:00,114 8.5/32,114 8.5/32,114 8.25/32,114 8.5/32,74,13,72,2
2019/03/03,21:15:00,114 8.25/32,114 8.5/32,114 8.25/32,114 8.5/32,806,97,668,138
2019/03/03,21:20:00,114 8.75/32,114 8.75/32,114 8.25/32,114 8.5/32,361,123,176,185
2019/03/03,21:25:00,114 8.5/32,114 8.75/32,114 8.5/32,114 8.75/32,248,74,70,178
2019/03/03,21:30:00,114 9/32,114 9/32,114 8.75/32,114 8.75/32,610,110,199,411
2019/03/03,21:35:00,114 8.75/32,114 9/32,114 8.5/32,114 8.75/32,457,132,198,259
2019/03/03,21:40:00,114 8.75/32,114 9/32,114 8.75/32,114 8.75/32,948,129,489,459
2019/03/03,21:45:00,114 8.75/32,114 9/32,114 8.75/32,114 9/32,834,107,99,735
2019/03/03,21:50:00,114 9/32,114 9/32,114 8.75/32,114 8.75/32,278,46,222,56
2019/03/03,21:55:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.5/32,1186,98,920,266
2019/03/03,22:00:00,114 8.5/32,114 8.75/32,114 8.5/32,114 8.75/32,505,104,393,112
2019/03/03,22:05:00,114 8.5/32,114 8.75/32,114 8.5/32,114 8.5/32,631,115,231,400
2019/03/03,22:10:00,114 8.5/32,114 8.5/32,114 8.5/32,114 8.5/32,41,12,41,0
2019/03/03,22:15:00,114 8.5/32,114 8.5/32,114 8.25/32,114 8.25/32,153,29,60,93
2019/03/03,22:20:00,114 8.25/32,114 8.25/32,114 8.25/32,114 8.25/32,22,6,22,0
2019/03/03,22:25:00,114 8.5/32,114 8.5/32,114 8/32,114 8.25/32,582,110,196,386
2019/03/03,22:30:00,114 8.25/32,114 8.5/32,114 8/32,114 8.5/32,132,31,38,94
2019/03/03,22:35:00,114 8.25/32,114 8.75/32,114 8.25/32,114 8.75/32,240,66,75,165
2019/03/03,22:40:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.5/32,9,9,1,8
2019/03/03,22:45:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.75/32,19,18,1,18
2019/03/03,22:50:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.75/32,5,5,1,4
2019/03/03,22:55:00,114 8.75/32,114 9/32,114 8.75/32,114 8.75/32,667,161,285,382
2019/03/03,23:00:00,114 8.75/32,114 8.75/32,114 8.5/32,114 8.75/32,21,8,10,11
