Date,Time,Open,High,Low,Close,Volume,NumberOfTrades,BidVolume,AskVolume
2019/03/10,18:50:00,114 29.25/32,114 29.25/32,114 29.25/32,114 29.25/32,93,16,0,93
2019/03/10,18:55:00,114 29.25/32,114 29.25/32,114 29/32,114 29/32,737,83,473,264
2019/03/10,19:00:00,114 29/32,114 29.25/32,114 29/32,114 29.25/32,377,71,187,190
2019/03/10,19:05:00,114 29/32,114 29/32,114 29/32,114 29/32,125,46,81,44
2019/03/10,19:10:00,114 29/32,114 29/32,114 29/32,114 29/32,299,39,0,299
2019/03/10,19:15:00,114 29/32,114 29.25/32,114 29/32,114 29/32,389,89,174,215
2019/03/10,19:20:00,114 29.25/32,114 29.5/32,114 29.25/32,114 29.5/32,586,104,91,495
2019/03/10,19:25:00,114 29.5/32,114 29.75/32,114 29.5/32,114 29.5/32,211,67,121,90
2019/03/10,19:30:00,114 29.5/32,114 30/32,114 29.5/32,114 29.75/32,1472,171,754,718
2019/03/10,19:35:00,114 29.75/32,114 30/32,114 29.75/32,114 30/32,90,18,82,8
2019/03/10,19:40:00,114 29.75/32,114 30/32,114 29.75/32,114 30/32,9,8,8,1
2019/03/10,19:45:00,114 30/32,114 30.25/32,114 30/32,114 30/32,1278,111,263,1015
2019/03/10,19:50:00,114 30.25/32,114 30.25/32,114 30/32,114 30/32,269,39,193,76
2019/03/10,19:55:00,114 30.25/32,114 30.25/32,114 30/32,114 30/32,1048,95,199,849
2019/03/10,20:00:00,114 30/32,114 30/32,114 29.75/32,114 29.75/32,806,130,653,153
2019/03/10,20:05:00,114 29.75/32,114 29.75/32,114 29.5/32,114 29.75/32,75,24,36,39
2019/03/10,20:10:00,114 29.75/32,114 29.75/32,114 29.5/32,114 29.75/32,87,20,54,33
2019/03/10,20:15:00,114 29.5/32,114 29.5/32,114 28.5/32,114 28.5/32,1186,197,1010,176
2019/03/10,20:20:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.75/32,661,91,416,245
2019/03/10,20:25:00,114 28.75/32,114 28.75/32,114 28.25/32,114 28.25/32,885,175,686,199
2019/03/10,20:30:00,114 28/32,114 28.25/32,114 28/32,114 28.25/32,354,57,102,252
2019/03/10,20:35:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,817,145,218,599
2019/03/10,20:40:00,114 28.25/32,114 28.25/32,114 27.75/32,114 27.75/32,1854,283,1239,615
2019/03/10,20:45:00,114 27.75/32,114 28/32,114 27.5/32,114 27.75/32,656,154,207,449
2019/03/10,20:50:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,203,49,123,80
2019/03/10,20:55:00,114 27.5/32,114 28/32,114 27.5/32,114 28/32,507,79,52,455
2019/03/10,21:00:00,114 28/32,114 28/32,114 27.5/32,114 27.75/32,410,144,228,182
2019/03/10,21:05:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,61,37,2,59
2019/03/10,21:10:00,114 28/32,114 28.25/32,114 28/32,114 28/32,347,93,90,257
2019/03/10,21:15:00,114 28/32,114 28.25/32,114 27.75/32,114 28/32,174,55,73,101
2019/03/10,21:20:00,114 28/32,114 28.25/32,114 28/32,114 28/32,120,45,35,85
2019/03/10,21:25:00,114 28/32,114 28.25/32,114 28/32,114 28.25/32,556,60,224,332
2019/03/10,21:30:00,114 28/32,114 28.25/32,114 28/32,114 28.25/32,433,78,302,131
2019/03/10,21:35:00,114 28.25/32,114 28.25/32,114 28/32,114 28/32,543,109,257,286
2019/03/10,21:40:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,363,82,222,141
2019/03/10,21:45:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,20,10,0,20
2019/03/10,21:50:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,15,7,0,15
2019/03/10,21:55:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,66,33,1,65
2019/03/10,22:00:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,743,110,379,364
2019/03/10,22:05:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,33,24,0,33
2019/03/10,22:10:00,114 28.25/32,114 28.25/32,114 27.75/32,114 28/32,567,104,343,224
2019/03/10,22:15:00,114 28/32,114 28/32,114 27.75/32,114 27.75/32,937,172,824,113
2019/03/10,22:20:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,74,32,41,33
2019/03/10,22:25:00,114 27.75/32,114 27.75/32,114 27.75/32,114 27.75/32,36,27,0,36
2019/03/10,22:30:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,54,37,1,53
2019/03/10,22:35:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,293,45,251,42
2019/03/10,22:40:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.5/32,49,34,1,48
2019/03/10,22:45:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,306,35,270,36
2019/03/10,22:50:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,59,34,25,34
2019/03/10,22:55:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.5/32,85,49,36,49
2019/03/10,23:00:00,114 27.75/32,114 27.75/32,114 27.25/32,114 27.25/32,965,171,744,221
2019/03/10,23:05:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.5/32,860,123,77,783
2019/03/10,23:10:00,114 27.75/32,114 27.75/32,114 27.75/32,114 27.75/32,38,27,0,38
2019/03/10,23:15:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,72,43,1,71
2019/03/10,23:20:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,39,26,1,38
2019/03/10,23:25:00,114 27.75/32,114 27.75/32,114 27.25/32,114 27.25/32,2983,529,1913,1070
2019/03/10,23:30:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,558,80,512,46
2019/03/10,23:35:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,59,32,3,56
2019/03/10,23:40:00,114 27/32,114 27.25/32,114 27/32,114 27.25/32,263,40,226,37
2019/03/10,23:45:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,143,47,102,41
2019/03/10,23:50:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,159,56,10,149
2019/03/10,23:55:00,114 27.25/32,114 27.25/32,114 27.25/32,114 27.25/32,355,74,38,317
2019/03/11,0:00:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,326,87,202,124
2019/03/11,0:05:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,48,29,1,47
2019/03/11,0:10:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,510,96,3,507
2019/03/11,0:15:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,232,97,1,231
2019/03/11,0:20:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,114,43,78,36
2019/03/11,0:25:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.5/32,60,27,23,37
2019/03/11,0:30:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.5/32,27,12,2,25
2019/03/11,0:35:00,114 27.75/32,114 27.75/32,114 27.75/32,114 27.75/32,30,16,0,30
2019/03/11,0:40:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,31,13,1,30
2019/03/11,0:45:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,156,24,1,155
2019/03/11,0:50:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,393,85,104,289
2019/03/11,0:55:00,114 28/32,114 28/32,114 28/32,114 28/32,28,6,0,28
2019/03/11,1:00:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,57,14,6,51
2019/03/11,1:05:00,114 28/32,114 28/32,114 28/32,114 28/32,51,8,0,51
2019/03/11,1:10:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,599,115,446,153
2019/03/11,1:15:00,114 28/32,114 28/32,114 27.75/32,114 28/32,40,18,1,39
2019/03/11,1:20:00,114 28/32,114 28/32,114 27.75/32,114 28/32,96,29,1,95
2019/03/11,1:25:00,114 28/32,114 28/32,114 28/32,114 28/32,64,27,0,64
2019/03/11,1:30:00,114 28/32,114 28/32,114 28/32,114 28/32,46,29,0,46
2019/03/11,1:35:00,114 28/32,114 28/32,114 28/32,114 28/32,60,25,0,60
2019/03/11,1:40:00,114 28/32,114 28/32,114 28/32,114 28/32,41,5,0,41
2019/03/11,1:45:00,114 27.75/32,114 27.75/32,114 27.75/32,114 27.75/32,68,11,68,0
2019/03/11,1:50:00,114 28/32,114 28/32,114 27.75/32,114 28/32,1518,206,738,780
2019/03/11,1:55:00,114 28/32,114 28/32,114 27.75/32,114 28/32,1259,204,931,328
2019/03/11,2:00:00,114 28/32,114 28/32,114 27.5/32,114 27.75/32,443,65,360,83
2019/03/11,2:05:00,114 27.75/32,114 28/32,114 27.75/32,114 27.75/32,914,264,459,455
2019/03/11,2:10:00,114 27.75/32,114 27.75/32,114 27.25/32,114 27.5/32,1158,253,385,773
2019/03/11,2:15:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,370,112,149,221
2019/03/11,2:20:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,235,116,127,108
2019/03/11,2:25:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,878,163,344,534
2019/03/11,2:30:00,114 28/32,114 28.25/32,114 28/32,114 28/32,1487,276,509,978
2019/03/11,2:35:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,188,44,134,54
2019/03/11,2:40:00,114 28/32,114 28.25/32,114 27.5/32,114 27.5/32,716,172,685,31
2019/03/11,2:45:00,114 27.5/32,114 27.5/32,114 27/32,114 27.25/32,1762,319,1013,749
2019/03/11,2:50:00,114 27.25/32,114 27.25/32,114 26.75/32,114 26.75/32,1455,225,1091,364
2019/03/11,2:55:00,114 26.75/32,114 27/32,114 26.75/32,114 26.75/32,1729,261,602,1127
2019/03/11,3:00:00,114 26.5/32,114 27/32,114 26.5/32,114 27/32,879,124,465,414
2019/03/11,3:05:00,114 26.75/32,114 27/32,114 26.75/32,114 27/32,1154,196,480,674
2019/03/11,3:10:00,114 26.75/32,114 27.25/32,114 26.5/32,114 26.5/32,4812,638,2907,1905
2019/03/11,3:15:00,114 26.5/32,114 26.5/32,114 26.25/32,114 26.5/32,2962,440,1090,1872
2019/03/11,3:20:00,114 26.25/32,114 26.75/32,114 26.25/32,114 26.75/32,1988,313,505,1483
2019/03/11,3:25:00,114 26.75/32,114 27.25/32,114 26.75/32,114 27/32,2413,280,681,1732
2019/03/11,3:30:00,114 27/32,114 27/32,114 26.75/32,114 27/32,288,59,72,216
2019/03/11,3:35:00,114 27/32,114 27.25/32,114 26.75/32,114 27/32,708,163,368,340
2019/03/11,3:40:00,114 27/32,114 27/32,114 26.75/32,114 27/32,628,132,159,469
2019/03/11,3:45:00,114 27/32,114 27/32,114 26.5/32,114 26.75/32,3752,380,901,2851
2019/03/11,3:50:00,114 26.75/32,114 27/32,114 26.75/32,114 27/32,527,96,203,324
2019/03/11,3:55:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,886,120,273,613
2019/03/11,4:00:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,343,50,341,2
2019/03/11,4:05:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,900,213,521,379
2019/03/11,4:10:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,900,171,290,610
2019/03/11,4:15:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,1216,242,466,750
2019/03/11,4:20:00,114 27.75/32,114 28/32,114 27.25/32,114 27.5/32,1718,286,803,915
2019/03/11,4:25:00,114 27.75/32,114 27.75/32,114 27.25/32,114 27.5/32,1443,197,1033,410
2019/03/11,4:30:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,112,35,16,96
2019/03/11,4:35:00,114 27.5/32,114 28/32,114 27.5/32,114 27.75/32,2078,326,822,1256
2019/03/11,4:40:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,436,94,262,174
2019/03/11,4:45:00,114 28/32,114 28/32,114 27.5/32,114 27.5/32,2399,370,813,1586
2019/03/11,4:50:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.5/32,546,134,259,287
2019/03/11,4:55:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.25/32,405,110,192,213
2019/03/11,5:00:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,840,161,629,211
2019/03/11,5:05:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,797,154,196,601
2019/03/11,5:10:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,341,116,87,254
2019/03/11,5:15:00,114 27.5/32,114 28/32,114 27.5/32,114 27.75/32,928,194,362,566
2019/03/11,5:20:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,671,143,550,121
2019/03/11,5:25:00,114 27.75/32,114 28/32,114 27.5/32,114 27.75/32,878,133,701,177
2019/03/11,5:30:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,441,139,216,225
2019/03/11,5:35:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,65,31,27,38
2019/03/11,5:40:00,114 27.75/32,114 28/32,114 27.25/32,114 27.25/32,2003,257,1106,897
2019/03/11,5:45:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,6647,606,4561,2086
2019/03/11,5:50:00,114 26.75/32,114 26.75/32,114 26.5/32,114 26.75/32,1350,83,397,953
2019/03/11,5:55:00,114 26.75/32,114 26.75/32,114 26.5/32,114 26.75/32,1133,272,347,786
2019/03/11,6:00:00,114 26.75/32,114 26.75/32,114 26.5/32,114 26.5/32,1924,304,719,1205
2019/03/11,6:05:00,114 26.5/32,114 27/32,114 26.5/32,114 27/32,1812,291,122,1690
2019/03/11,6:10:00,114 27/32,114 27/32,114 27/32,114 27/32,79,43,0,79
2019/03/11,6:15:00,114 27/32,114 27/32,114 27/32,114 27/32,317,55,0,317
2019/03/11,6:20:00,114 27/32,114 27/32,114 26.5/32,114 26.75/32,567,82,545,22
2019/03/11,6:25:00,114 26.5/32,114 26.75/32,114 26.25/32,114 26.5/32,494,126,290,204
2019/03/11,6:30:00,114 26.5/32,114 26.75/32,114 26.25/32,114 26.5/32,3819,382,1296,2523
2019/03/11,6:35:00,114 26.5/32,114 26.5/32,114 26.25/32,114 26.5/32,2006,323,1411,595
2019/03/11,6:40:00,114 26.75/32,114 27.25/32,114 26.75/32,114 27/32,3258,404,686,2572
2019/03/11,6:45:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,550,71,196,354
2019/03/11,6:50:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,54,28,13,41
2019/03/11,6:55:00,114 27/32,114 27.25/32,114 27/32,114 27.25/32,1880,174,752,1128
2019/03/11,7:00:00,114 27/32,114 27.5/32,114 27/32,114 27.5/32,2841,249,508,2333
2019/03/11,7:05:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.5/32,1337,292,369,968
2019/03/11,7:10:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.25/32,3992,382,1342,2650
2019/03/11,7:15:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.25/32,7033,615,2354,4679
2019/03/11,7:20:00,114 27.25/32,114 28/32,114 27.25/32,114 28/32,5127,490,1520,3607
2019/03/11,7:25:00,114 27.75/32,114 28.5/32,114 27.75/32,114 28.5/32,7067,957,2822,4245
2019/03/11,7:30:00,114 28.5/32,114 28.5/32,114 26.5/32,114 28/32,18130,1934,10313,7817
2019/03/11,7:35:00,114 28/32,114 28.5/32,114 27.25/32,114 27.5/32,6951,842,3781,3170
2019/03/11,7:40:00,114 27.5/32,114 27.5/32,114 27/32,114 27/32,3867,478,2535,1332
2019/03/11,7:45:00,114 27/32,114 28.25/32,114 27/32,114 28.25/32,4624,476,1217,3407
2019/03/11,7:50:00,114 28.25/32,114 28.25/32,114 27.5/32,114 27.75/32,4432,509,2510,1922
2019/03/11,7:55:00,114 28/32,114 28.5/32,114 28/32,114 28.5/32,8606,540,2065,6541
2019/03/11,8:00:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.75/32,3487,316,1471,2016
2019/03/11,8:05:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,3527,321,2500,1027
2019/03/11,8:10:00,114 28.5/32,114 29.25/32,114 28.5/32,114 29/32,4049,383,1754,2295
2019/03/11,8:15:00,114 28.75/32,114 29.5/32,114 28.75/32,114 29.25/32,3439,432,1602,1837
2019/03/11,8:20:00,114 29.5/32,114 29.5/32,114 29/32,114 29.25/32,3499,314,1828,1671
2019/03/11,8:25:00,114 29.25/32,114 29.75/32,114 29.25/32,114 29.5/32,2733,315,1964,769
2019/03/11,8:30:00,114 29.5/32,114 29.5/32,114 29/32,114 29.25/32,7822,717,3344,4478
2019/03/11,8:35:00,114 29.25/32,114 29.25/32,114 28.5/32,114 28.75/32,4168,512,2020,2148
2019/03/11,8:40:00,114 28.75/32,114 29/32,114 28.5/32,114 28.75/32,2642,276,1262,1380
2019/03/11,8:45:00,114 28.75/32,114 29/32,114 28.25/32,114 28.75/32,6483,563,3487,2996
2019/03/11,8:50:00,114 28.75/32,114 28.75/32,114 28.25/32,114 28.5/32,3988,443,2027,1961
2019/03/11,8:55:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.75/32,1766,172,1665,101
2019/03/11,9:00:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.25/32,2387,269,934,1453
2019/03/11,9:05:00,114 28.5/32,114 29/32,114 28.25/32,114 29/32,3742,322,1819,1923
2019/03/11,9:10:00,114 29/32,114 29.5/32,114 28.75/32,114 29.5/32,4188,360,1991,2197
2019/03/11,9:15:00,114 29.5/32,114 29.5/32,114 29/32,114 29.25/32,3693,395,2654,1039
2019/03/11,9:20:00,114 29/32,114 29.5/32,114 28.75/32,114 29/32,2543,275,1203,1340
2019/03/11,9:25:00,114 28.75/32,114 29/32,114 28.25/32,114 28.5/32,3402,309,2792,610
2019/03/11,9:30:00,114 28.5/32,114 29.25/32,114 28.5/32,114 29.25/32,4473,405,1078,3395
2019/03/11,9:35:00,114 29/32,114 29/32,114 28.5/32,114 28.75/32,4832,533,2760,2072
2019/03/11,9:40:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.5/32,4130,455,2148,1982
2019/03/11,9:45:00,114 28.75/32,114 28.75/32,114 28/32,114 28/32,11575,1095,8806,2769
2019/03/11,9:50:00,114 28/32,114 28.25/32,114 27.75/32,114 28/32,9725,725,5466,4259
2019/03/11,9:55:00,114 28.25/32,114 28.5/32,114 28/32,114 28/32,3316,378,1664,1652
2019/03/11,10:00:00,114 28.25/32,114 28.25/32,114 27.75/32,114 28/32,6979,684,4331,2648
2019/03/11,10:05:00,114 28/32,114 28/32,114 27.75/32,114 28/32,4153,339,2840,1313
2019/03/11,10:10:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,6396,610,1442,4954
2019/03/11,10:15:00,114 28/32,114 28.5/32,114 28/32,114 28.25/32,5547,411,2092,3455
2019/03/11,10:20:00,114 28.25/32,114 28.25/32,114 27.75/32,114 27.75/32,3132,337,1474,1658
2019/03/11,10:25:00,114 28/32,114 28.25/32,114 27.75/32,114 28.25/32,2149,224,621,1528
2019/03/11,10:30:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,3271,344,1274,1997
2019/03/11,10:35:00,114 28/32,114 28.25/32,114 28/32,114 28/32,1323,211,663,660
2019/03/11,10:40:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,1719,271,735,984
2019/03/11,10:45:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,2897,377,1150,1747
2019/03/11,10:50:00,114 28.25/32,114 28.25/32,114 28/32,114 28/32,4616,605,3077,1539
2019/03/11,10:55:00,114 28/32,114 28.25/32,114 27.75/32,114 28.25/32,4036,516,1257,2779
2019/03/11,11:00:00,114 28.25/32,114 28.5/32,114 27.75/32,114 27.75/32,7792,778,5129,2663
2019/03/11,11:05:00,114 27.75/32,114 27.75/32,114 27/32,114 27/32,20269,1285,17247,3022
2019/03/11,11:10:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,3625,297,1233,2392
2019/03/11,11:15:00,114 27.25/32,114 27.5/32,114 27/32,114 27.25/32,6286,538,3381,2905
2019/03/11,11:20:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,2718,269,1983,735
2019/03/11,11:25:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,266,38,52,214
2019/03/11,11:30:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,4284,296,1111,3173
2019/03/11,11:35:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.75/32,333,56,318,15
2019/03/11,11:40:00,114 27.75/32,114 27.75/32,114 27/32,114 27/32,4174,435,3246,928
2019/03/11,11:45:00,114 27/32,114 27.25/32,114 27/32,114 27.25/32,4140,332,2606,1534
2019/03/11,11:50:00,114 27.25/32,114 27.25/32,114 26.75/32,114 26.75/32,2991,348,1602,1389
2019/03/11,11:55:00,114 26.75/32,114 27/32,114 26.75/32,114 27/32,1726,233,722,1004
2019/03/11,12:00:00,114 26.75/32,114 27/32,114 26.5/32,114 26.75/32,8141,835,6454,1687
2019/03/11,12:05:00,114 26.75/32,114 26.75/32,114 26.25/32,114 26.5/32,7617,695,3989,3628
2019/03/11,12:10:00,114 26.5/32,114 27/32,114 26.5/32,114 26.75/32,4018,537,1574,2444
2019/03/11,12:15:00,114 26.75/32,114 26.75/32,114 26.5/32,114 26.75/32,1391,176,553,838
2019/03/11,12:20:00,114 26.75/32,114 27/32,114 26.75/32,114 27/32,5649,513,2060,3589
2019/03/11,12:25:00,114 27/32,114 27.25/32,114 27/32,114 27/32,1328,112,760,568
2019/03/11,12:30:00,114 27/32,114 27/32,114 26.75/32,114 27/32,95,28,5,90
2019/03/11,12:35:00,114 27/32,114 27.25/32,114 26.75/32,114 26.75/32,2928,203,1412,1516
2019/03/11,12:40:00,114 27/32,114 27/32,114 26.75/32,114 27/32,4011,398,1697,2314
2019/03/11,12:45:00,114 27/32,114 27.5/32,114 27/32,114 27.25/32,1668,198,592,1076
2019/03/11,12:50:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,2111,303,102,2009
2019/03/11,12:55:00,114 27/32,114 27.25/32,114 27/32,114 27.25/32,3104,454,589,2515
2019/03/11,13:00:00,114 27/32,114 27.5/32,114 27/32,114 27.25/32,1210,163,537,673
2019/03/11,13:05:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.25/32,2522,248,1789,733
2019/03/11,13:10:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,3394,296,1207,2187
2019/03/11,13:15:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,2000,198,758,1242
2019/03/11,13:20:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.25/32,5331,458,4236,1095
2019/03/11,13:25:00,114 27.25/32,114 27.25/32,114 27.25/32,114 27.25/32,484,30,0,484
2019/03/11,13:30:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,142,23,15,127
2019/03/11,13:35:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,3910,398,1683,2227
2019/03/11,13:40:00,114 27.25/32,114 27.25/32,114 27.25/32,114 27.25/32,647,67,0,647
2019/03/11,13:45:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,566,81,1,565
2019/03/11,13:50:00,114 27.25/32,114 27.5/32,114 27/32,114 27.5/32,4288,353,1718,2570
2019/03/11,13:55:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.75/32,8152,714,5248,2904
2019/03/11,14:00:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,1173,77,1126,47
2019/03/11,14:05:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.5/32,642,45,91,551
2019/03/11,14:10:00,114 27.75/32,114 27.75/32,114 27.25/32,114 27.5/32,3077,187,1973,1104
2019/03/11,14:15:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,5740,537,1558,4182
2019/03/11,14:20:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,3146,342,1588,1558
2019/03/11,14:25:00,114 27.25/32,114 27.75/32,114 27.25/32,114 27.75/32,1578,172,591,987
2019/03/11,14:30:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,2433,321,1795,638
2019/03/11,14:35:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.5/32,2756,222,1092,1664
2019/03/11,14:40:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.25/32,1675,126,595,1080
2019/03/11,14:45:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,4520,424,3118,1402
2019/03/11,14:50:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,1421,156,720,701
2019/03/11,14:55:00,114 27.25/32,114 27.5/32,114 27/32,114 27.5/32,3171,238,838,2333
2019/03/11,15:00:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,795,109,68,727
2019/03/11,15:05:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.25/32,1284,70,488,796
2019/03/11,15:10:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,937,70,93,844
2019/03/11,15:15:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,374,51,26,348
2019/03/11,15:20:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.5/32,130,13,80,50
2019/03/11,15:25:00,114 27.25/32,114 27.5/32,114 27/32,114 27.5/32,2295,202,1184,1111
2019/03/11,15:30:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,1781,152,1466,315
2019/03/11,15:35:00,114 27.25/32,114 27.25/32,114 27.25/32,114 27.25/32,144,21,0,144
2019/03/11,15:40:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,564,45,169,395
2019/03/11,15:45:00,114 27/32,114 27.25/32,114 27/32,114 27/32,3134,182,2274,860
2019/03/11,15:50:00,114 27/32,114 27/32,114 26.75/32,114 26.75/32,486,33,108,378
2019/03/11,15:55:00,114 27/32,114 27/32,114 26.75/32,114 27/32,2878,203,767,2111
2019/03/11,17:00:00,114 26.75/32,114 27/32,114 26.25/32,114 26.25/32,1236,113,867,369
2019/03/11,17:05:00,114 26.25/32,114 26.25/32,114 25.75/32,114 25.75/32,1153,111,881,272
2019/03/11,17:10:00,114 25.5/32,114 25.5/32,114 25/32,114 25.25/32,1299,76,1094,205
2019/03/11,17:15:00,114 25.25/32,114 25.5/32,114 25.25/32,114 25.25/32,99,16,16,83
2019/03/11,17:20:00,114 25.25/32,114 25.25/32,114 24/32,114 24.25/32,4384,333,3867,517
2019/03/11,17:25:00,114 24.25/32,114 24.25/32,114 24/32,114 24.25/32,733,65,64,669
2019/03/11,17:30:00,114 24.25/32,114 24.5/32,114 24.25/32,114 24.5/32,1087,55,30,1057
2019/03/11,17:35:00,114 24.5/32,114 24.75/32,114 24.25/32,114 24.75/32,408,51,8,400
2019/03/11,17:40:00,114 24.75/32,114 24.75/32,114 24.75/32,114 24.75/32,396,65,0,396
2019/03/11,17:45:00,114 24.75/32,114 24.75/32,114 24.5/32,114 24.5/32,593,62,574,19
2019/03/11,17:50:00,114 24.5/32,114 24.5/32,114 24.25/32,114 24.25/32,765,50,348,417
2019/03/11,17:55:00,114 24.25/32,114 24.25/32,114 23/32,114 23/32,2833,249,2415,418
2019/03/11,18:00:00,114 23.25/32,114 23.5/32,114 23.25/32,114 23.5/32,684,67,90,594
